NCBI GeneID	Symbol	Description	Taxonomic Name	Gene Type	Gene Group Identifier	Gene Group Method
885122	Rv1711	RNA pseudouridine synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885126	pgsA2	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885128	etgB	iron(II)-dependent oxidoreductase EgtB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885129	Rv3741c	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885131	PPE16	PPE family protein PPE16	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885134	purM	phosphoribosylformylglycinamidine cyclo-ligase PurM	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885135	Rv1624c	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885136	phoT	phosphate ABC transporter ATP-binding protein PhoT	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885137	Rv0910	toxin	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885138	lppD	lipoprotein LppD	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885141	PE_PGRS40	PE-PGRS family protein PE_PGRS40	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885142	Rv0792c	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885143	uspC	sugar ABC transporter substrate-binding lipoprotein UspC	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885144	Rv0818	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885145	rpmI	50S ribosomal protein L35	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885148	Rv1895	zinc-binding alcohol dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885149	cinA	competence damage-inducible protein CinA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885151	lipJ	lignin peroxidase LipJ	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885155	Rv3675	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885158	vapC9	ribonuclease VapC9	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885159	Rv1714	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885161	egtE	pyridoxal-phosphate-dependent protein EgtE	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885163	tsnR	23S rRNA methyltransferase TsnR	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885164	Rv1149	transposase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885167	PE7	PE family protein PE7	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885170	Rv1719	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885171	Rv2319c	universal stress protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885172	betP	glycine betaine transport integral membrane protein BetP	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885173	Rv0961	integral membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885175	Rv2310	excisionase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885177	lprP	lipoprotein LprP	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885179	arfB	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885180	vapC12	ribonuclease VapC12	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885181	purQ	phosphoribosylformylglycinamidine synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885182	vapB12	antitoxin VapB12	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885183	Rv1722	carboxylase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885185	Rv1723	hydrolase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885187	argD	acetylornithine aminotransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885190	Rv3673c	membrane-anchored thioredoxin-like protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885192	Rv1726	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885194	Rv1729c	S-adenosylmethionine-dependent methyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885195	fprB	ferredoxin/ferredoxin--NADP reductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885197	Rv0909	antitoxin	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885199	Rv0894	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885200	fadD31	fatty-acid--CoA ligase FadD31	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885202	Rv1730c	penicillin-binding protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885204	gabD2	succinate-semialdehyde dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885213	narX	nitrate reductase-like protein NarX	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885214	Rv1733c	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885215	Rv1738	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885216	Rv1735c	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885218	Rv0845	sensor histidine kinase NarS	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885219	Rv3720	fatty acid synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885221	Rv0919	GCN5-like N-acetyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885224	egtC	amidohydrolase EgtC	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885225	Rv0892	monooxygenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885226	vapB34	antitoxin VapB34	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885227	Rv0890c	HTH-type transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885228	Rv3712	ligase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885229	Rv3705c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885232	Rv3604c	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885233	lpqG	lipoprotein LpqG	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885235	Rv1744c	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885236	PE_PGRS12	PE-PGRS family protein PE_PGRS12	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885237	fadE12	acyl-CoA dehydrogenase fadE12	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885240	echA13	enoyl-CoA hydratase EchA13	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885241	Rv1692	phosphatase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885242	Rv0970	integral membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885243	cpsY	exopolysaccharide phosphotransferase CpsY	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885245	fadB5	oxidoreductase FadB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885248	Rv0882	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885249	uvrB	excinuclease ABC subunit UvrB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885251	mshD	mycothiol acetyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885258	PE_PGRS22	PE-PGRS family protein PE_PGRS22	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885261	hisF	imidazole glycerol phosphate synthase subunit HisF	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885262	uspA	sugar ABC transporter permease UspA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885263	Rv3742c	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885265	Rv0828c	deaminase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885266	proB	glutamate 5-kinase protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885276	Rv3618	monooxygenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885280	glpK	glycerol kinase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885282	Rv2303c	antibiotic-resistance protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885291	trpA	tryptophan synthase subunit alpha	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885292	lgt	prolipoprotein diacylglyceryl transferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885293	Rv1610	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885296	Rv3651	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885299	subI	sulfate ABC transporter substrate-binding lipoprotein SubI	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885300	hemN	oxygen-independent coproporphyrinogen III oxidase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885301	cysT	sulfate ABC transporter permease CysT	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885302	Rv2387	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885303	Rv2395	integral membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885305	cysW	sulfate ABC transporter permease CysW	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885307	recR	recombination protein RecR	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885308	echA7	enoyl-CoA hydratase EchA7	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885309	idi	isopentenyl-diphosphate delta-isomerase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885310	fadD1	fatty-acid--CoA ligase FadD1	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885314	Rv3631	transferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885317	Rv3680	anion transporter ATPase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885321	Rv3722c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885322	Rv1749c	integral membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885323	moxR2	methanol dehydrogenase transcriptional regulator MoxR	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885324	Rv3640c	transposase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885325	wag22	PE-PGRS family protein Wag22	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885331	Rv1928c	short-chain type dehydrogenase/reductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885333	PPE26	PPE family protein PPE26	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885335	tgs2	diacyglycerol O-acyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885337	Rv0992c	5-formyltetrahydrofolate cyclo-ligase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885338	glyA1	serine hydroxymethyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885339	desA2	acyl-ACP desaturase DesA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885340	Rv1816	HTH-type transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885341	galU	UTP--glucose-1-phosphate uridylyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885342	Rv1773c	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885347	eccB5	ESX-5 type VII secretion system protein EccB5	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885348	mog	molybdopterin biosynthesis protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885350	Rv0991c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885351	Rv3629c	integral membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885358	purL	phosphoribosylformylglycinamidine synthase 2	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885359	ureC	urease subunit alpha	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885361	dnaZX	DNA polymerase III subunit gamma/tau	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885363	Rv0987	adhesion component ABC transporter permease	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885364	Rv0986	adhesion component ABC transporter ATP-binding protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885367	Rv1774	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885369	PE_PGRS14	PE-PGRS family protein PE_PGRS14	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885370	blaR	sensor-transducer protein BlaR	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885371	cut2	cutinase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885375	kmtR	HTH-type transcriptional regulator KmtR	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885378	moaB2	pterin-4-alpha-carbinolamine dehydratase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885379	fadE17	acyl-CoA dehydrogenase FadE17	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885380	Rv0823c	tRNA-dihydrouridine synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885385	Rv0998	acetyltransferase Pat	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885389	Rv3736	AraC/XylS family transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885391	PE_PGRS13	PE-PGRS family protein PE_PGRS13	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885392	ephB	epoxide hydrolase EphB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885393	Rv0996	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885394	fadE18	acyl-CoA dehydrogenase FadE18	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885397	Rv0812	4-amino-4-deoxychorismate lyase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885398	hpt	hypoxanthine-guanine phosphoribosyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885399	rimJ	ribosomal-protein-alanine acetyltransferase RimJ	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885400	furA	ferric uptake regulation protein FurA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885404	moeA1	molybdopterin molybdenumtransferase 1	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885405	Rv0958	magnesium chelatase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885408	Rv0955	integral membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885409	mesJ	tRNA(Ile)-lysidine synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885411	Rv0954	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885412	Rv0940c	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885416	Rv1920	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885417	lpqR	lipoprotein LpqR	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885418	nmtR	HTH-type transcriptional regulator NmtR	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885419	Rv0953c	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885421	dgt	deoxyguanosine triphosphate triphosphohydrolase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885422	Rv1990c	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885425	ercc3	DNA helicase Ercc3	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885426	sucD	succinyl-CoA ligase subunit alpha	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885429	PE_PGRS31	PE-PGRS family protein PE_PGRS31	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885433	Rv1937	oxygenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885434	sucC	succinyl-CoA ligase subunit beta	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885437	Rv1931c	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885439	mgtC	Mg2+ transport P-type ATPase MgtC	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885441	Rv1771	L-gulono-1,4-lactone dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885446	cydA	cytochrome D ubiquinol oxidase subunit I CydA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885448	esxN	ESAT-6 like protein EsxN	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885450	vapB32	antitoxin VapB32	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885452	eccE5	ESX-5 type VII secretion system protein EccE	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885455	rplT	50S ribosomal protein L20	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885458	echA10	enoyl-CoA hydratase EchA10	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885461	pepC	M18 family aminopeptidase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885462	argF	ornithine carbamoyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885464	PE_PGRS59	PE-PGRS family protein PE_PGRS59	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885465	PPE28	PPE family protein PPE28	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885466	citA	citrate synthase 2	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885473	TB15.3	iron-regulated universal stress protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885474	dppB	dipeptide ABC transporter permease DppB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885475	lepA	GTP-binding protein LepA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885476	Rv0797	insertion sequence element IS1547 transposase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885477	Rv0893c	S-adenosylmethionine-dependent methyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885478	infC	initiation factor IF-3	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885481	Rv0895	diacyglycerol O-acyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885483	dppC	dipeptide ABC transporter permease DppC	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885487	Rv1812c	dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885488	Rv1939	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885489	Rv1751	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885490	vapC32	ribonuclease VapC32	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885491	PPE29	PPE family protein PPE29	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885492	vapC48	ribonuclease VapC48	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885499	Rv1615	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885500	tesB1	acyl-CoA thioesterase II	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885503	cydC	cytochrome biosyntheisis ABC transporter ATP-binding protein/permease CydC	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885504	aao	D-amino acid oxidase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885506	PPE35	PPE family protein PPE35	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885508	che1	ferrochelatase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885510	cydB	cytochrome D ubiquinol oxidase subunit II CydB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885511	PE24	PE family protein PE24	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885512	cydD	cytochrome biosyntheisis ABC transporter ATP-binding protein/permease CydD	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885513	lppR	lipoprotein LppR	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885517	PE_PGRS41	acid and phagosome regulated protein AprC	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885519	pks9	polyketide synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885521	egtD	histidine-specific methyltransferase EtgD	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885523	pks17	polyketide synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885524	chaA	ionic transporter integral membrane protein ChaA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885527	pks8	polyketide synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885528	cyp139	cytochrome P450 Cyp139	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885529	hisH	imidazole glycerol phosphate synthase subunit HisH	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885532	ureF	urease accessory protein UreF	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885535	Rv0479c	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885536	proA	gamma-glutamyl phosphate reductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885537	PE20	PE family protein PE20	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885538	Rv3695	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885540	fic	cell filamentation protein Fic	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885542	PPE30	PPE family protein PPE30	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885543	eccA5	ESX-5 type VII secretion system protein EccA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885544	PPE24	PPE family protein PPE24	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885548	Rv1817	flavoprotein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885549	Rv0920c	transposase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885550	Rv0851c	short-chain type dehydrogenase/reductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885553	Rv3644c	DNA polymerase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885554	Rv0843	dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885555	PPE33	PPE family protein PPE33	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885556	Rv1760	diacylglycerol acyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885557	Rv0921	resolvase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885559	tyrA	prephenate dehydrogenase TyrA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885560	Rv0939	bifunctional 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase/cyclase/dehydrase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885562	Rv0876c	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885564	Rv0922	transposase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885567	impA	inositol-monophosphatase ImpA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885569	mntH	divalent metal cation transporter MntH	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
