NCBI GeneID	Symbol	Description	Taxonomic Name	Gene Type	Gene Group Identifier	Gene Group Method
887058	Rv1265	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887222	Rv2660c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887273	Rv2135c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887798	Rv2125	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887913	Rv0613c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888291	Rv2721c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888597	Rv2633c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888713	Rv3267	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886229	Rv3903c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887088	Rv0004	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887178	Rv3075c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887569	Rv0559c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888286	Rv3463	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888324	Rv3529c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885388	Rv0799c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885460	cfp29	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886089	Rv1026	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887234	Rv0496	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
888214	Rv2466c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885546	Rv1813c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886347	Rv1566c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885285	Rv0885	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887006	Rv0059	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887405	Rv2700	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886363	Rv1558	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887055	Rv1261c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
11117811	Rv2548A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
11117812	Rv3032A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
14515843	Rv0061c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
14515845	Rv0078B	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
14515846	Rv0397A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
14515848	Rv0530A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
14515857	Rv1366A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
14515864	Rv2237A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
14515866	Rv2468A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
14515869	Rv2828A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
14515873	Rv3190A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
14515898	Rv3136A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
19394667	Rv0063a	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
19394668	Rv0115a	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
19394669	Rv0997a	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
19394670	Rv1088a	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
19394671	Rv1138a	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
19394672	Rv1155a	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
19394673	Rv1228a	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
19394674	Rv1735a	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
19394676	RV1984a	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
19394677	Rv2104a	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
19394678	Rv2224d	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
19394679	Rv2308a	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
19394680	Rv2386a	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
19394681	Rv2490a	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
19394682	Rv2512a	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
19394684	Rv3178a	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
19394685	Rv3202a	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
19394686	Rv3312b	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
19394687	Rv3430a	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205038	Rv2970A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205041	Rv0634A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205046	Rv0609A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205048	Rv2331A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205049	Rv3678A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205051	Rv3294c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205052	Rv0749A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205053	Rv0078A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205055	Rv2614A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205059	Rv0470A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205060	Rv2077A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205064	Rv1489	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205065	Rv1489A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205069	Rv0492A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205071	Rv2438A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205073	Rv2307A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205074	Rv2307B	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205075	Rv2307D	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205076	Rv2309A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205082	Rv3196A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205086	Rv0157A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205089	Rv3566A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205095	Rv1507A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205096	Rv1508A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205097	Rv1322A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205102	Rv1706A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205103	Rv1638A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205106	Rv0236A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205107	TB9.4	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205110	Rv0257	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205111	Rv3705A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
3205114	Rv1290A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885043	Rv0966c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885044	Rv0852	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885045	Rv1697	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885052	Rv0968	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885061	Rv1702c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885063	Rv0979c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885075	Rv2432c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885078	Rv0857	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885081	Rv1894c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885089	Rv1898	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885093	Rv0911	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885094	Rv1891	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885102	Rv2304c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885109	Rv0837c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885110	Rv1139c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885113	Rv0887c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885123	Rv2337c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885124	Rv3613c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885127	Rv0854	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885130	Rv2314c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885132	Rv1637c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885139	Rv0883c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885146	Rv0907	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885150	Rv0906	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885152	Rv2312	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885153	Rv0789c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885154	Rv2302	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885156	Rv2406c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885162	Rv1716	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885166	Rv1717	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885168	Rv2311	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885169	Rv1718	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885178	Rv3662c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885184	Rv0963c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885186	Rv0964c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885189	Rv1724c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885191	Rv1725c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885193	Rv1728c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885198	Rv0918	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885201	Rv3730c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885206	Rv0898c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885211	Rv1732c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885212	Rv1734c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885217	Rv3647c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885220	Rv3642c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885222	Rv3706c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885230	Rv0965c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885234	Rv1742	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885239	Rv3769	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885244	Rv3639c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885247	Rv1887	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885252	Rv3633	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885253	Rv0790c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885255	Rv0839	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885256	Rv1765c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885257	Rv2410c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885259	Rv2365c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885260	Rv2315c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885268	Rv2313c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885269	Rv1893	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885272	Rv0807	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885273	Rv0791c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885277	Rv2307c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885281	Rv1904	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885287	Rv1645c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885288	Rv1748	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885289	Rv1628c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885290	Rv2308	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885295	Rv1048c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885298	Rv3755c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885304	Rv2418c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885306	Rv3686c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885313	Rv1752	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885316	Rv3661	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885318	Rv3735	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885329	Rv0959	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885330	Rv0804	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885344	Rv1930c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885349	Rv0831c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885352	Rv1924c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885353	Rv0988	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885354	Rv0825c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885356	Rv0836c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885360	Rv0826	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885373	Rv1762c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885374	Rv0822c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885376	Rv0801	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885381	Rv3612c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885384	Rv3749c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885386	Rv0997	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885387	Rv0926c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885395	Rv0813c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885401	Rv0811c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885402	Rv1907c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885410	Rv0810c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885413	Rv0862c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885415	Rv1770	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885420	Rv1769	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885423	Rv0863	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885424	Rv1778c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885427	Rv1766	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885430	Rv1815	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885435	Rv0814c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885436	Rv1761c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885438	Rv0950c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885440	Rv0817c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885443	Rv1767	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885447	Rv1111c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885451	Rv1148c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885456	Rv3714c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885463	Rv3672c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885467	Rv1754c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885468	Rv0787	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885470	Rv1805c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885471	Rv1147	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885480	Rv2323c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885482	Rv1101c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885484	Rv1883c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885493	Rv0891c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885495	Rv3678c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885498	Rv1616	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885505	Rv3753c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885507	Rv2405	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885509	Rv1619	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885514	Rv1906c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885516	Rv2423	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885520	Rv2375	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885526	Rv2256a	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885531	Rv2422	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885547	Rv1823	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885563	Rv3688c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885565	Rv3698	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885568	Rv0923c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885570	Rv0925c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885579	Rv2433c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885582	Rv3718c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885583	Rv3603c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885587	Rv3707c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885588	Rv1804c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885591	Rv1810	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885593	Rv1156	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885595	Rv3716c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885597	Rv3745c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885600	Rv3643	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885601	Rv0877	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885615	Rv0786c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885623	Rv3691	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885624	Rv3656c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885630	Rv1929c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885631	Rv1993c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885633	Rv1120c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885640	Rv1913	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885642	Rv1639c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885649	Rv1632c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885650	Rv1879	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885656	Rv1841c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885658	Rv0874c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885659	Rv3594	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885662	Rv1693	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885664	Rv2401	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885665	Rv1691	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885666	Rv2413c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885667	Rv2414c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885669	Rv0875c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885673	Rv2425c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885674	Rv2409c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885677	Rv2420c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885680	Rv1684	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885681	Rv2411c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885682	Rv1685c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885686	Rv1682	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885689	Rv1680	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885694	Rv1676	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885695	Rv1673c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885697	Rv2415c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885701	Rv1669	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885702	Rv1670	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885704	Rv1867	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885707	Rv1836c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885718	Rv1831	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885719	Rv1824	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885721	Rv3733c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885726	Rv1825	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885728	Rv3627c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885733	Rv1866	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885739	Rv1842c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885743	Rv1829	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885748	Rv1874	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885752	Rv2305	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885757	Rv1868	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885776	Rv3748	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885778	Rv3747	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885779	Rv3699	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885780	Rv3683	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885783	Rv0856	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885786	Rv1890c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
